epoch,train_loss,train_error,valid_loss,valid_error,test_error
028,0.566448,0.158674,3.11511,0.56726,
028,0.566563,0.157973,3.11511,0.56726,
028,0.565112,0.158061,3.11511,0.56726,
028,0.572962,0.160469,3.11511,0.56726,
029,0.525817,0.146214,3.10310,0.56287,
029,0.524635,0.146958,3.10310,0.56287,
029,0.530217,0.147550,3.10310,0.56287,
029,0.525875,0.146980,3.10310,0.56287,
030,0.494597,0.138287,3.35417,0.57770,
030,0.493356,0.137564,3.35417,0.57770,
030,0.497015,0.139732,3.35417,0.57770,
030,0.500388,0.139601,3.35417,0.57770,
031,0.475361,0.133272,3.53164,0.57739,
031,0.469037,0.130995,3.53164,0.57739,
031,0.469833,0.134148,3.53164,0.57739,
031,0.471505,0.131323,3.53164,0.57739,
032,0.453215,0.126089,3.25290,0.56438,
032,0.457142,0.128454,3.25290,0.56438,
032,0.450934,0.126856,3.25290,0.56438,
032,0.451600,0.126768,3.25290,0.56438,
033,0.440921,0.124228,3.71401,0.58874,
033,0.435788,0.123330,3.71401,0.58874,
033,0.436540,0.122542,3.71401,0.58874,
033,0.436332,0.122564,3.71401,0.58874,
034,0.431695,0.120659,3.76682,0.59298,
034,0.425149,0.119805,3.76682,0.59298,
034,0.422499,0.118754,3.76682,0.59298,
034,0.423303,0.118994,3.76682,0.59298,
035,0.414689,0.117002,3.12781,0.56196,
035,0.411888,0.117352,3.12781,0.56196,
035,0.414561,0.117440,3.12781,0.56196,
035,0.418961,0.118228,3.12781,0.56196,
036,0.407855,0.115841,3.81190,0.58299,
036,0.404707,0.116629,3.81190,0.58299,
036,0.407048,0.115578,3.81190,0.58299,
036,0.411610,0.116323,3.81190,0.58299,
037,0.397602,0.110301,3.83590,0.58481,
037,0.400435,0.113520,3.83590,0.58481,
037,0.398087,0.111549,3.83590,0.58481,
037,0.399635,0.113958,3.83590,0.58481,
038,0.393400,0.113104,4.23934,0.58617,
038,0.394082,0.112206,4.23934,0.58617,
038,0.393503,0.112337,4.23934,0.58617,
038,0.395813,0.113279,4.23934,0.58617,
039,0.388330,0.111352,3.60242,0.57422,
039,0.387326,0.109907,3.60242,0.57422,
039,0.390111,0.110586,3.60242,0.57422,
039,0.389042,0.111593,3.60242,0.57422,
040,0.378237,0.107148,4.60401,0.61719,
040,0.380807,0.109644,4.60401,0.61719,
040,0.381147,0.109425,4.60401,0.61719,
040,0.384505,0.108746,4.60401,0.61719,
041,0.378850,0.107104,4.19807,0.60100,
041,0.378060,0.108768,4.19807,0.60100,
041,0.374598,0.106294,4.19807,0.60100,
041,0.376734,0.108264,4.19807,0.60100,
042,0.372281,0.106096,3.75551,0.58057,
042,0.372356,0.107695,3.75551,0.58057,
042,0.369858,0.106272,3.75551,0.58057,
042,0.370463,0.105571,3.75551,0.58057,
043,0.367019,0.103863,3.93143,0.58965,
043,0.370432,0.107980,3.93143,0.58965,
043,0.370165,0.105724,3.93143,0.58965,
043,0.367184,0.105746,3.93143,0.58965,
044,0.366109,0.105593,4.10607,0.59328,
044,0.360247,0.102680,4.10607,0.59328,
044,0.359680,0.102877,4.10607,0.59328,
044,0.361604,0.104016,4.10607,0.59328,
045,0.355971,0.101454,3.89121,0.57649,
045,0.358707,0.103885,3.89121,0.57649,
045,0.357563,0.102330,3.89121,0.57649,
045,0.356674,0.101410,3.89121,0.57649,
046,0.352497,0.100491,4.22048,0.58284,
046,0.347001,0.098958,4.22048,0.58284,
046,0.352335,0.102856,4.22048,0.58284,
046,0.356429,0.103425,4.22048,0.58284,
047,0.351211,0.100797,4.17601,0.58814,
047,0.348671,0.100972,4.17601,0.58814,
047,0.349934,0.099855,4.17601,0.58814,
047,0.345596,0.099680,4.17601,0.58814,
048,0.339508,0.097688,4.25880,0.59222,
048,0.346075,0.099943,4.25880,0.59222,
048,0.343274,0.098454,4.25880,0.59222,
048,0.342577,0.097972,4.25880,0.59222,
049,0.339254,0.097490,4.14440,0.58874,
049,0.336396,0.097403,4.14440,0.58874,
049,0.337153,0.097228,4.14440,0.58874,
049,0.338277,0.097206,4.14440,0.58874,
050,0.331563,0.095695,4.78292,0.60947,
050,0.334093,0.095323,4.78292,0.60947,
050,0.331879,0.095585,4.78292,0.60947,
050,0.331617,0.096439,4.78292,0.60947,
,,,,,0.59926
,,,,,0.59926
,,,,,0.59926
,,,,,0.59926
