epoch,train_loss,train_error,valid_loss,valid_error,test_error
035,0.465480,0.125766,5.26692,0.78225,
035,0.463890,0.125487,5.26692,0.78225,
035,0.457846,0.124608,5.26692,0.78225,
036,0.459802,0.125217,5.18025,0.78356,
036,0.455207,0.123151,5.18025,0.78356,
036,0.465303,0.127383,5.18025,0.78356,
036,0.460712,0.125716,5.18025,0.78356,
037,0.466729,0.127103,4.95188,0.78554,
037,0.460179,0.124409,4.95188,0.78554,
037,0.465480,0.125017,4.95188,0.78554,
037,0.450843,0.122552,4.95188,0.78554,
038,0.458323,0.124598,5.98415,0.81630,
038,0.461615,0.125397,5.98415,0.81630,
038,0.458876,0.124099,5.98415,0.81630,
038,0.452790,0.123710,5.98415,0.81630,
039,0.454807,0.123979,6.46569,0.84201,
039,0.452967,0.123810,6.46569,0.84201,
039,0.461856,0.126505,6.46569,0.84201,
039,0.459643,0.124219,6.46569,0.84201,
040,0.456174,0.124429,6.71342,0.88310,
040,0.451425,0.123101,6.71342,0.88310,
040,0.458096,0.124139,6.71342,0.88310,
040,0.460106,0.125237,6.71342,0.88310,
041,0.461533,0.125996,5.64202,0.83762,
041,0.452615,0.123261,5.64202,0.83762,
041,0.446713,0.120526,5.64202,0.83762,
041,0.458342,0.125646,5.64202,0.83762,
042,0.455917,0.124339,6.34501,0.85058,
042,0.448870,0.122143,6.34501,0.85058,
042,0.456552,0.124149,6.34501,0.85058,
042,0.449054,0.122173,6.34501,0.85058,
043,0.452261,0.123550,5.36766,0.82531,
043,0.457105,0.124299,5.36766,0.82531,
043,0.457034,0.124199,5.36766,0.82531,
043,0.446001,0.120885,5.36766,0.82531,
044,0.451647,0.121434,6.47145,0.91650,
044,0.446658,0.121764,6.47145,0.91650,
044,0.452212,0.122293,6.47145,0.91650,
044,0.450713,0.123670,6.47145,0.91650,
045,0.448057,0.121544,5.22933,0.79697,
045,0.458769,0.124508,5.22933,0.79697,
045,0.448952,0.122303,5.22933,0.79697,
045,0.454421,0.122981,5.22933,0.79697,
046,0.456248,0.124269,6.39488,0.86640,
046,0.444820,0.121035,6.39488,0.86640,
046,0.451030,0.122702,6.39488,0.86640,
046,0.443798,0.120247,6.39488,0.86640,
047,0.444610,0.120007,7.73306,0.88464,
047,0.452308,0.122981,7.73306,0.88464,
047,0.443945,0.120366,7.73306,0.88464,
047,0.455476,0.123710,7.73306,0.88464,
048,0.442771,0.119678,5.63255,0.81938,
048,0.448760,0.122233,5.63255,0.81938,
048,0.448035,0.121724,5.63255,0.81938,
048,0.452768,0.121804,5.63255,0.81938,
049,0.453549,0.122712,6.24784,0.86662,
049,0.448882,0.121933,6.24784,0.86662,
049,0.449115,0.122153,6.24784,0.86662,
049,0.440568,0.119348,6.24784,0.86662,
050,0.449941,0.123151,5.58330,0.78972,
050,0.450491,0.122562,5.58330,0.78972,
050,0.447498,0.122722,5.58330,0.78972,
050,0.441357,0.119668,5.58330,0.78972,
051,0.102802,0.024802,3.86888,0.58339,
051,0.103312,0.025600,3.86888,0.58339,
051,0.105060,0.026529,3.86888,0.58339,
051,0.101904,0.025640,3.86888,0.58339,
052,0.061073,0.013634,3.93513,0.58844,
052,0.061304,0.013614,3.93513,0.58844,
052,0.063147,0.014721,3.93513,0.58844,
052,0.061166,0.013384,3.93513,0.58844,
053,0.054673,0.011797,4.03703,0.58075,
053,0.053425,0.011238,4.03703,0.58075,
053,0.052970,0.010959,4.03703,0.58075,
053,0.053155,0.011208,4.03703,0.58075,
054,0.051547,0.010260,4.06138,0.58668,
054,0.049821,0.009841,4.06138,0.58668,
054,0.049168,0.009991,4.06138,0.58668,
054,0.049326,0.009571,4.06138,0.58668,
055,0.048173,0.009013,4.00222,0.57877,
055,0.049973,0.009631,4.00222,0.57877,
055,0.048654,0.009392,4.00222,0.57877,
055,0.048557,0.009242,4.00222,0.57877,
056,0.048693,0.009432,4.10526,0.59306,
056,0.049388,0.009352,4.10526,0.59306,
056,0.050263,0.009651,4.10526,0.59306,
056,0.047852,0.009062,4.10526,0.59306,
057,0.051821,0.009741,4.10034,0.59218,
057,0.050837,0.009561,4.10034,0.59218,
057,0.051978,0.009891,4.10034,0.59218,
057,0.050578,0.009771,4.10034,0.59218,
058,0.053717,0.010300,4.29901,0.60558,
058,0.054546,0.010649,4.29901,0.60558,
058,0.053712,0.010609,4.29901,0.60558,
058,0.055076,0.010949,4.29901,0.60558,
059,0.058107,0.012027,4.35586,0.60602,
059,0.057797,0.011787,4.35586,0.60602,
059,0.058941,0.012226,4.35586,0.60602,
059,0.060148,0.012516,4.35586,0.60602,
060,0.064644,0.013973,4.17572,0.60690,
060,0.063817,0.013903,4.17572,0.60690,
060,0.062188,0.013174,4.17572,0.60690,
060,0.064455,0.014123,4.17572,0.60690,
061,0.069022,0.015560,4.45719,0.64359,
061,0.068866,0.015091,4.45719,0.64359,
061,0.070284,0.015929,4.45719,0.64359,
061,0.068027,0.015450,4.45719,0.64359,
062,0.073334,0.016927,4.64809,0.64403,
062,0.073530,0.016518,4.64809,0.64403,
062,0.071687,0.016718,4.64809,0.64403,
062,0.070574,0.016209,4.64809,0.64403,
063,0.076350,0.018314,4.30528,0.62404,
063,0.075820,0.018145,4.30528,0.62404,
063,0.076151,0.017556,4.30528,0.62404,
063,0.073726,0.016568,4.30528,0.62404,
064,0.080865,0.019432,4.60831,0.64975,
064,0.080577,0.019352,4.60831,0.64975,
064,0.077784,0.019013,4.60831,0.64975,
064,0.078705,0.018634,4.60831,0.64975,
065,0.080782,0.019273,4.88160,0.64997,
065,0.081894,0.019931,4.88160,0.64997,
065,0.079670,0.019472,4.88160,0.64997,
065,0.078546,0.018973,4.88160,0.64997,
066,0.082732,0.020630,4.76431,0.65370,
066,0.081636,0.020091,4.76431,0.65370,
066,0.083288,0.020720,4.76431,0.65370,
066,0.080296,0.019512,4.76431,0.65370,
067,0.082723,0.020810,4.73220,0.65832,
067,0.081235,0.020171,4.73220,0.65832,
067,0.080241,0.019712,4.73220,0.65832,
067,0.083372,0.020860,4.73220,0.65832,
068,0.080773,0.019702,4.54908,0.63722,
068,0.083599,0.020919,4.54908,0.63722,
068,0.083440,0.021139,4.54908,0.63722,
068,0.084385,0.020790,4.54908,0.63722,
069,0.078514,0.019223,4.42301,0.66689,
069,0.082753,0.020770,4.42301,0.66689,
069,0.080170,0.019652,4.42301,0.66689,
069,0.081950,0.020470,4.42301,0.66689,
070,0.082138,0.020370,4.53221,0.63019,
070,0.077773,0.018993,4.53221,0.63019,
070,0.081164,0.020221,4.53221,0.63019,
070,0.080382,0.019832,4.53221,0.63019,
071,0.081061,0.020351,4.79290,0.65634,
071,0.079730,0.019362,4.79290,0.65634,
071,0.080337,0.020001,4.79290,0.65634,
071,0.081901,0.020800,4.79290,0.65634,
072,0.077272,0.019213,5.22115,0.67875,
072,0.080511,0.019881,5.22115,0.67875,
072,0.079008,0.019572,5.22115,0.67875,
072,0.079844,0.020091,5.22115,0.67875,
073,0.077204,0.018893,4.69855,0.68029,
073,0.079602,0.019732,4.69855,0.68029,
073,0.081438,0.020610,4.69855,0.68029,
073,0.080620,0.020291,4.69855,0.68029,
074,0.079367,0.020061,4.90543,0.65151,
074,0.078261,0.019742,4.90543,0.65151,
074,0.079338,0.019502,4.90543,0.65151,
074,0.082216,0.020770,4.90543,0.65151,
075,0.079447,0.020131,4.95449,0.64931,
075,0.079443,0.020470,4.95449,0.64931,
075,0.076919,0.019432,4.95449,0.64931,
075,0.080099,0.020071,4.95449,0.64931,
076,0.024572,0.004312,4.38615,0.57064,
076,0.023744,0.004282,4.38615,0.57064,
076,0.023268,0.004012,4.38615,0.57064,
076,0.024415,0.004352,4.38615,0.57064,
077,0.015527,0.001936,4.37889,0.56581,
077,0.015797,0.002016,4.37889,0.56581,
077,0.015200,0.001826,4.37889,0.56581,
077,0.015018,0.001816,4.37889,0.56581,
078,0.013629,0.001497,4.36357,0.56493,
078,0.013031,0.001148,4.36357,0.56493,
078,0.013103,0.001377,4.36357,0.56493,
078,0.013616,0.001417,4.36357,0.56493,
079,0.011967,0.001018,4.35819,0.56515,
079,0.011931,0.001058,4.35819,0.56515,
079,0.012824,0.001158,4.35819,0.56515,
079,0.012623,0.001138,4.35819,0.56515,
080,0.012130,0.001038,4.36615,0.56427,
080,0.011605,0.000878,4.36615,0.56427,
080,0.011615,0.000958,4.36615,0.56427,
080,0.012063,0.000838,4.36615,0.56427,
081,0.011301,0.000669,4.34227,0.55966,
081,0.011272,0.000659,4.34227,0.55966,
081,0.011577,0.000908,4.34227,0.55966,
081,0.011553,0.000689,4.34227,0.55966,
082,0.011295,0.000729,4.32199,0.55922,
082,0.011581,0.000808,4.32199,0.55922,
082,0.011050,0.000689,4.32199,0.55922,
082,0.010982,0.000649,4.32199,0.55922,
083,0.010844,0.000549,4.32894,0.56010,
083,0.010768,0.000419,4.32894,0.56010,
083,0.011406,0.000729,4.32894,0.56010,
083,0.011252,0.000709,4.32894,0.56010,
084,0.010923,0.000449,4.31398,0.56427,
084,0.010982,0.000549,4.31398,0.56427,
084,0.011320,0.000599,4.31398,0.56427,
084,0.011196,0.000659,4.31398,0.56427,
085,0.011283,0.000459,4.32183,0.56449,
085,0.010752,0.000389,4.32183,0.56449,
085,0.011359,0.000579,4.32183,0.56449,
085,0.010759,0.000479,4.32183,0.56449,
086,0.011321,0.000529,4.29369,0.56163,
086,0.010867,0.000449,4.29369,0.56163,
086,0.010864,0.000379,4.29369,0.56163,
086,0.011325,0.000559,4.29369,0.56163,
087,0.011452,0.000559,4.25788,0.56273,
087,0.010920,0.000449,4.25788,0.56273,
087,0.010986,0.000389,4.25788,0.56273,
087,0.011273,0.000579,4.25788,0.56273,
088,0.011463,0.000519,4.27519,0.56120,
088,0.011531,0.000519,4.27519,0.56120,
088,0.011109,0.000299,4.27519,0.56120,
088,0.011138,0.000489,4.27519,0.56120,
089,0.011499,0.000469,4.24623,0.56251,
089,0.011334,0.000279,4.24623,0.56251,
089,0.011565,0.000479,4.24623,0.56251,
089,0.011348,0.000469,4.24623,0.56251,
090,0.011674,0.000459,4.23841,0.56185,
090,0.011482,0.000379,4.23841,0.56185,
090,0.011739,0.000469,4.23841,0.56185,
090,0.011395,0.000439,4.23841,0.56185,
091,0.011802,0.000389,4.24047,0.56317,
091,0.011598,0.000339,4.24047,0.56317,
091,0.011954,0.000509,4.24047,0.56317,
091,0.011642,0.000469,4.24047,0.56317,
